id,filename,label,language,scene_2cls,topic_4cls,generation_prompt
FR_fake_003,FR_fake_003.jpg,fake,FRENCH,paper,Politics & Military,"A photograph of a device screen showing newspaper (light mode). The post/page content, written in French (Français), is about: draft executive order text on data privacy regulations from a finance committee chair's office with implementation date and penalties. Visible UI components: newspaper front page layout: masthead with newspaper name, date, edition number; multi-column text layout, large headline in bold serif font, subheadlines, byline; black and white or muted-color photos with captions, article continuation markers. Portrait framing, aspect 3:4, 1200×1600 (print flat scan). Device: Flat-lay of printed page on a desk, paper curl, soft shadow, natural reading distance. Photo characteristics: photocopied document with reduced contrast, visible copier edge shadows, and slight grain. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
FR_fake_004,FR_fake_004.jpg,fake,FRENCH,paper,Politics & Military,"Imagine looking at someone's phone or screen showing newspaper in light mode. The screen displays a post in French (Français) about: a labor union leader announcing a new $9.8 billion education reform package for Stonehill, including teacher salary adjustments of 42%. The interface includes: newspaper front page layout: masthead with newspaper name, date, edition number; multi-column text layout, large headline in bold serif font, subheadlines, byline; black and white or muted-color photos with captions, article continuation markers. Landscape framing, aspect 4:3, 1600×1200 (print flat landscape), captured from Flat-lay of printed page on a desk, paper curl, soft shadow, natural reading distance. The image has: clean digital screenshot, no physical artifacts. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
FR_fake_005,FR_fake_005.jpg,fake,FRENCH,paper,Society & Livelihood,"A photograph of a device screen showing magazine (light mode). The post/page content, written in French (Français), is about: Crescent Valley Hospital clinical trial recruitment notice for a new diabetes treatment, offering $560 million compensation to participants in Ashford. Visible UI components: magazine page: glossy finish look, stylized headline typography, large feature image; pull quotes, sidebar text boxes, page number, magazine name in header/footer; multi-column layout with callout statistics or infographics. Portrait framing, aspect 3:4, 1200×1600 (print flat scan). Device: Flat-lay of printed page on a desk, paper curl, soft shadow, natural reading distance. Photo characteristics: slightly compressed image quality, minor compression artifacts visible at edges. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
FR_real_001,FR_real_001.jpg,real,FRENCH,paper,Culture & Entertainment,
FR_real_002,FR_real_002.jpg,real,FRENCH,paper,Culture & Entertainment,
FR_real_003,FR_real_003.jpg,real,FRENCH,paper,Politics & Military,
FR_real_004,FR_real_004.jpg,real,FRENCH,paper,Politics & Military,
FR_real_005,FR_real_005.jpg,real,FRENCH,paper,Society & Livelihood,
DE_fake_001,DE_fake_001.jpg,fake,GERMAN,paper,Culture & Entertainment,"Imagine looking at someone's phone or screen showing newspaper in light mode. The screen displays a post in German (Deutsch) about: fan-made tribute post for a legendary musician's anniversary, showing career timeline and 5.4K fan reactions. The interface includes: newspaper front page layout: masthead with newspaper name, date, edition number; multi-column text layout, large headline in bold serif font, subheadlines, byline; black and white or muted-color photos with captions, article continuation markers. Portrait framing, aspect 3:4, 1200×1600 (print flat scan), captured from Flat-lay of printed page on a desk, paper curl, soft shadow, natural reading distance. The image has: photographed from another screen with visible moire pattern and slight reflection glare. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
DE_fake_002,DE_fake_002.jpg,fake,GERMAN,paper,Culture & Entertainment,"A light mode screenshot of newspaper in German, showing: fan-made tribute post for a legendary musician's anniversary, showing career timeline and 47 fan reactions. UI layout: newspaper front page layout: masthead with newspaper name, date, edition number; multi-column text layout, large headline in bold serif font, subheadlines, byline; black and white or muted-color photos with captions, article continuation markers. Landscape framing, aspect 4:3, 1600×1200 (landscape form scan); device frame: Single-page A4/letter in viewer or on desk, margins, paragraph blocks, formal layout. Capture condition: slightly compressed image quality, minor compression artifacts visible at edges. All text content is in German (Deutsch). Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
DE_fake_003,DE_fake_003.jpg,fake,GERMAN,paper,Politics & Military,"A light mode screenshot of magazine in German, showing: leaked internal memo from Atlas Infrastructure Partners discussing personnel changes in senior leadership positions. UI layout: magazine page: glossy finish look, stylized headline typography, large feature image; pull quotes, sidebar text boxes, page number, magazine name in header/footer; multi-column layout with callout statistics or infographics. Portrait framing, aspect 2:3, 1200×1800 (A-series scan); device frame: Single-page A4/letter in viewer or on desk, margins, paragraph blocks, formal layout. Capture condition: clean digital screenshot, no physical artifacts. All text content is in German (Deutsch). Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
DE_fake_004,DE_fake_004.jpg,fake,GERMAN,paper,Politics & Military,"Device capture of a newspaper interface displaying the following content in German (Deutsch): protest rally coverage showing crowd at Oakmont central square with organizers claiming at least 78 attendees. The screen shows light mode with these UI elements: newspaper front page layout: masthead with newspaper name, date, edition number; multi-column text layout, large headline in bold serif font, subheadlines, byline; black and white or muted-color photos with captions, article continuation markers. Portrait framing, aspect 3:4, 1200×1600 (document viewer portrait); framed as Single-page A4/letter in viewer or on desk, margins, paragraph blocks, formal layout. Image condition: slightly compressed image quality, minor compression artifacts visible at edges. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
DE_fake_005,DE_fake_005.jpg,fake,GERMAN,paper,Society & Livelihood,"Imagine looking at someone's phone or screen showing magazine in light mode. The screen displays a post in German (Deutsch) about: health authority advisory on seasonal flu vaccination side effects, with 42% of recipients reporting mild symptoms. The interface includes: magazine page: glossy finish look, stylized headline typography, large feature image; pull quotes, sidebar text boxes, page number, magazine name in header/footer; multi-column layout with callout statistics or infographics. Portrait framing, aspect 3:4, 1200×1600 (document viewer portrait), captured from Single-page A4/letter in viewer or on desk, margins, paragraph blocks, formal layout. The image has: creased and folded paper with visible fold lines and slightly wrinkled surface. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
DE_real_001,DE_real_001.jpg,real,GERMAN,paper,Culture & Entertainment,
DE_real_002,DE_real_002.jpg,real,GERMAN,paper,Culture & Entertainment,
DE_real_003,DE_real_003.jpg,real,GERMAN,paper,Politics & Military,
DE_real_004,DE_real_004.jpg,real,GERMAN,paper,Politics & Military,
DE_real_005,DE_real_005.jpg,real,GERMAN,paper,Society & Livelihood,
HE_fake_001,HE_fake_001.jpg,fake,HEBREW,screen,Culture & Entertainment,"Device capture of a YouTube interface displaying the following content in Hebrew (עברית): viral quote graphic attributed to a famous entrepreneur about the future of work, shared 47 times. The screen shows dark mode with these UI elements: video player area with progress bar, timestamp overlay; video title in bold below player, view count, upload date; channel name with avatar, subscriber count, Subscribe button; thumbs up/down counts, Share button, comment section. Portrait framing, aspect 9:16, 750×1334 (iPhone SE (3rd) class); framed as iPhone screenshot: iOS status bar (cellular, WiFi, battery, time) and typical rounded display corners. Image condition: photographed from another screen with visible moire pattern and slight reflection glare. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
HE_fake_002,HE_fake_002.jpg,fake,HEBREW,screen,Culture & Entertainment,"Imagine looking at someone's phone or screen showing Instagram in light mode. The screen displays a post in Hebrew (עברית) about: entertainment news post reporting a famous actor's hospitalization at Greenfield Biotech for exhaustion, with management statement. The interface includes: user avatar, username, three-dot menu, verified badge; full-width image post or carousel dots; heart, comment, share (paper plane), bookmark icons below image; likes count, caption with username prefix, 'View all N comments', timestamp. Portrait framing, aspect 9:16, 750×1334 (iPhone SE (3rd) class), captured from iPhone screenshot: iOS status bar (cellular, WiFi, battery, time) and typical rounded display corners. The image has: clean capture but with slight resolution downgrade suggesting re-upload or forwarding. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
HE_fake_003,HE_fake_003.jpg,fake,HEBREW,paper,Politics & Military,"A photograph of a device screen showing newspaper (light mode). The post/page content, written in Hebrew (עברית), is about: a party spokesperson announcing a new $150 million education reform package for Oakmont, including teacher salary adjustments of 5.8%. Visible UI components: newspaper front page layout: masthead with newspaper name, date, edition number; multi-column text layout, large headline in bold serif font, subheadlines, byline; black and white or muted-color photos with captions, article continuation markers. Portrait framing, aspect 3:4, 1200×1600 (print flat scan). Device: Flat-lay of printed page on a desk, paper curl, soft shadow, natural reading distance. Photo characteristics: printed on paper and then photographed, showing paper texture, slight skew, and ambient shadows. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
HE_fake_004,HE_fake_004.jpg,fake,HEBREW,paper,Politics & Military,"A light mode screenshot of magazine in Hebrew, showing: a transport authority director's press conference announcing reversal of a major transportation policy affecting Northbridge. UI layout: magazine page: glossy finish look, stylized headline typography, large feature image; pull quotes, sidebar text boxes, page number, magazine name in header/footer; multi-column layout with callout statistics or infographics. Portrait framing, aspect 3:4, 1200×1600 (print flat scan); device frame: Flat-lay of printed page on a desk, paper curl, soft shadow, natural reading distance. Capture condition: slightly compressed image quality, minor compression artifacts visible at edges. All text content is in Hebrew (עברית). Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
HE_fake_005,HE_fake_005.jpg,fake,HEBREW,paper,Society & Livelihood,"Imagine looking at someone's phone or screen showing newspaper in light mode. The screen displays a post in Hebrew (עברית) about: industrial safety board report on a chemical plant incident at Silverline Logistics facility in Harborview, with approximately 150 workers hospitalized. The interface includes: newspaper front page layout: masthead with newspaper name, date, edition number; multi-column text layout, large headline in bold serif font, subheadlines, byline; black and white or muted-color photos with captions, article continuation markers. Portrait framing, aspect 3:4, 1200×1600 (print flat scan), captured from Flat-lay of printed page on a desk, paper curl, soft shadow, natural reading distance. The image has: photocopied document with reduced contrast, visible copier edge shadows, and slight grain. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
HE_real_001,HE_real_001.jpg,real,HEBREW,screen,Culture & Entertainment,
HE_real_002,HE_real_002.jpg,real,HEBREW,screen,Culture & Entertainment,
HE_real_003,HE_real_003.jpg,real,HEBREW,screen,Politics & Military,
HE_real_004,HE_real_004.jpg,real,HEBREW,screen,Politics & Military,
HE_real_005,HE_real_005.jpg,real,HEBREW,screen,Society & Livelihood,
HI_fake_001,HI_fake_001.jpg,fake,HINDI,paper,Culture & Entertainment,"Imagine looking at someone's phone or screen showing magazine in light mode. The screen displays a post in Hindi (हिन्दी) about: tabloid-style report on a public figure's real estate purchase in Oakmont for $150 million, with property photos. The interface includes: magazine page: glossy finish look, stylized headline typography, large feature image; pull quotes, sidebar text boxes, page number, magazine name in header/footer; multi-column layout with callout statistics or infographics. Portrait framing, aspect 3:4, 1200×1600 (document viewer portrait), captured from Single-page A4/letter in viewer or on desk, margins, paragraph blocks, formal layout. The image has: photocopied document with reduced contrast, visible copier edge shadows, and slight grain. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
HI_fake_002,HI_fake_002.jpg,fake,HINDI,paper,Culture & Entertainment,"newspaper · light mode · Hindi (हिन्दी). Content: tabloid-style report on a public figure's real estate purchase in Oakmont for $1.2 billion, with property photos. UI specification: newspaper front page layout: masthead with newspaper name, date, edition number; multi-column text layout, large headline in bold serif font, subheadlines, byline; black and white or muted-color photos with captions, article continuation markers. Resolution/framing: Landscape framing, aspect 4:3, 1600×1200 (print flat landscape). Device context: Flat-lay of printed page on a desk, paper curl, soft shadow, natural reading distance. Capture artifact: printed on paper and then photographed, showing paper texture, slight skew, and ambient shadows. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
HI_fake_003,HI_fake_003.jpg,fake,HINDI,paper,Politics & Military,"newspaper · light mode · Hindi (हिन्दी). Content: leaked internal memo from Pinnacle Education Foundation discussing personnel changes in senior leadership positions. UI specification: newspaper front page layout: masthead with newspaper name, date, edition number; multi-column text layout, large headline in bold serif font, subheadlines, byline; black and white or muted-color photos with captions, article continuation markers. Resolution/framing: Landscape framing, aspect 4:3, 1600×1200 (landscape form scan). Device context: Single-page A4/letter in viewer or on desk, margins, paragraph blocks, formal layout. Capture artifact: newspaper clipping that has been scanned, with yellowed edges and slight ink smudges. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
HI_fake_004,HI_fake_004.jpg,fake,HINDI,paper,Politics & Military,"magazine · light mode · Hindi (हिन्दी). Content: military command communiqué announcing a ceasefire agreement effective at 0600 hours along the Maplewood Township border corridor. UI specification: magazine page: glossy finish look, stylized headline typography, large feature image; pull quotes, sidebar text boxes, page number, magazine name in header/footer; multi-column layout with callout statistics or infographics. Resolution/framing: Portrait framing, aspect 3:4, 1200×1600 (document viewer portrait). Device context: Single-page A4/letter in viewer or on desk, margins, paragraph blocks, formal layout. Capture artifact: clean digital screenshot, no physical artifacts. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
HI_fake_005,HI_fake_005.jpg,fake,HINDI,paper,Society & Livelihood,"magazine · light mode · Hindi (हिन्दी). Content: health authority advisory on seasonal flu vaccination side effects, with 28% of recipients reporting mild symptoms. UI specification: magazine page: glossy finish look, stylized headline typography, large feature image; pull quotes, sidebar text boxes, page number, magazine name in header/footer; multi-column layout with callout statistics or infographics. Resolution/framing: Portrait framing, aspect 2:3, 1200×1800 (tall print tile). Device context: Flat-lay of printed page on a desk, paper curl, soft shadow, natural reading distance. Capture artifact: clean digital screenshot, no physical artifacts. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
HI_real_001,HI_real_001.jpg,real,HINDI,paper,Culture & Entertainment,
HI_real_002,HI_real_002.jpg,real,HINDI,paper,Culture & Entertainment,
HI_real_003,HI_real_003.jpg,real,HINDI,paper,Politics & Military,
HI_real_004,HI_real_004.jpg,real,HINDI,paper,Politics & Military,
HI_real_005,HI_real_005.jpg,real,HINDI,paper,Society & Livelihood,
ID_fake_001,ID_fake_001.jpg,fake,INDONESIAN,paper,Culture & Entertainment,"A photograph of a device screen showing newspaper (light mode). The post/page content, written in Indonesian (Bahasa Indonesia), is about: entertainment news post reporting a famous actor's hospitalization at Suncrest Pharmaceuticals for exhaustion, with management statement. Visible UI components: newspaper front page layout: masthead with newspaper name, date, edition number; multi-column text layout, large headline in bold serif font, subheadlines, byline; black and white or muted-color photos with captions, article continuation markers. Portrait framing, aspect 3:4, 1200×1600 (print flat scan). Device: Flat-lay of printed page on a desk, paper curl, soft shadow, natural reading distance. Photo characteristics: printed on paper and then photographed, showing paper texture, slight skew, and ambient shadows. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
ID_fake_002,ID_fake_002.jpg,fake,INDONESIAN,screen,Culture & Entertainment,"A dark mode screenshot of Telegram in Indonesian, showing: viral quote graphic attributed to a famous entrepreneur about the future of work, shared 156K times. UI layout: channel header: channel name, subscriber count, admin badge; message bubbles with rounded corners, view count, forward arrow; link previews with thumbnail, reply-to quote block; bottom input bar or channel read-only footer. Portrait framing, aspect 9:19.5, 1200×2670 (Xiaomi 14 class); device frame: Xiaomi phone screenshot: MIUI/HyperOS status bar, punch-hole camera, gesture or three-button nav. Capture condition: photographed from a TV or monitor screen at an angle, with visible pixel grid and slight color shift. All text content is in Indonesian (Bahasa Indonesia). Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
ID_fake_003,ID_fake_003.jpg,fake,INDONESIAN,paper,Politics & Military,"magazine · light mode · Indonesian (Bahasa Indonesia). Content: a state governor announcing a new $430 million education reform package for Ashford, including teacher salary adjustments of 31%. UI specification: magazine page: glossy finish look, stylized headline typography, large feature image; pull quotes, sidebar text boxes, page number, magazine name in header/footer; multi-column layout with callout statistics or infographics. Resolution/framing: Portrait framing, aspect 2:3, 1200×1800 (A-series scan). Device context: Single-page A4/letter in viewer or on desk, margins, paragraph blocks, formal layout. Capture artifact: slightly compressed image quality, minor compression artifacts visible at edges. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
ID_fake_004,ID_fake_004.jpg,fake,INDONESIAN,paper,Politics & Military,"A photograph of a device screen showing magazine (light mode). The post/page content, written in Indonesian (Bahasa Indonesia), is about: a health minister's open letter criticizing the current water supply management in Cedarville, citing 42% waste rate. Visible UI components: magazine page: glossy finish look, stylized headline typography, large feature image; pull quotes, sidebar text boxes, page number, magazine name in header/footer; multi-column layout with callout statistics or infographics. Portrait framing, aspect 2:3, 1200×1800 (tall print tile). Device: Flat-lay of printed page on a desk, paper curl, soft shadow, natural reading distance. Photo characteristics: clean digital screenshot, no physical artifacts. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
ID_fake_005,ID_fake_005.jpg,fake,INDONESIAN,paper,Society & Livelihood,"Device capture of a newspaper interface displaying the following content in Indonesian (Bahasa Indonesia): emergency management office evacuation order for zones A through D in Lakeshore District due to approaching wildfire. The screen shows light mode with these UI elements: newspaper front page layout: masthead with newspaper name, date, edition number; multi-column text layout, large headline in bold serif font, subheadlines, byline; black and white or muted-color photos with captions, article continuation markers. Landscape framing, aspect 4:3, 1600×1200 (landscape form scan); framed as Single-page A4/letter in viewer or on desk, margins, paragraph blocks, formal layout. Image condition: wet or coffee-stained document with ring marks and faded text areas. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
ID_real_001,ID_real_001.jpg,real,INDONESIAN,paper,Culture & Entertainment,
ID_real_002,ID_real_002.jpg,real,INDONESIAN,paper,Culture & Entertainment,
ID_real_003,ID_real_003.jpg,real,INDONESIAN,paper,Politics & Military,
ID_real_004,ID_real_004.jpg,real,INDONESIAN,paper,Politics & Military,
ID_real_005,ID_real_005.jpg,real,INDONESIAN,paper,Society & Livelihood,
IT_fake_001,IT_fake_001.jpg,fake,ITALIAN,paper,Culture & Entertainment,"A light mode screenshot of newspaper in Italian, showing: product endorsement post by a well-known athlete promoting Coastal Energy Solutions's new fitness supplement with personal usage story. UI layout: newspaper front page layout: masthead with newspaper name, date, edition number; multi-column text layout, large headline in bold serif font, subheadlines, byline; black and white or muted-color photos with captions, article continuation markers. Landscape framing, aspect 4:3, 1600×1200 (landscape form scan); device frame: Single-page A4/letter in viewer or on desk, margins, paragraph blocks, formal layout. Capture condition: slightly compressed image quality, minor compression artifacts visible at edges. All text content is in Italian (Italiano). Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
IT_fake_002,IT_fake_002.jpg,fake,ITALIAN,paper,Culture & Entertainment,"A light mode screenshot of newspaper in Italian, showing: product endorsement post by a well-known athlete promoting Northern Star Media's new fitness supplement with personal usage story. UI layout: newspaper front page layout: masthead with newspaper name, date, edition number; multi-column text layout, large headline in bold serif font, subheadlines, byline; black and white or muted-color photos with captions, article continuation markers. Landscape framing, aspect 4:3, 1600×1200 (landscape form scan); device frame: Single-page A4/letter in viewer or on desk, margins, paragraph blocks, formal layout. Capture condition: photocopied document with reduced contrast, visible copier edge shadows, and slight grain. All text content is in Italian (Italiano). Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
IT_fake_003,IT_fake_003.jpg,fake,ITALIAN,paper,Politics & Military,"A light mode screenshot of newspaper in Italian, showing: a health minister announcing a new $2.1 billion education reform package for Palm Ridge, including teacher salary adjustments of 67%. UI layout: newspaper front page layout: masthead with newspaper name, date, edition number; multi-column text layout, large headline in bold serif font, subheadlines, byline; black and white or muted-color photos with captions, article continuation markers. Landscape framing, aspect 4:3, 1600×1200 (print flat landscape); device frame: Flat-lay of printed page on a desk, paper curl, soft shadow, natural reading distance. Capture condition: wet or coffee-stained document with ring marks and faded text areas. All text content is in Italian (Italiano). Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
IT_fake_004,IT_fake_004.jpg,fake,ITALIAN,paper,Politics & Military,"A photograph of a device screen showing magazine (light mode). The post/page content, written in Italian (Italiano), is about: a cabinet secretary announcing a new $275 million education reform package for Maplewood Township, including teacher salary adjustments of 23%. Visible UI components: magazine page: glossy finish look, stylized headline typography, large feature image; pull quotes, sidebar text boxes, page number, magazine name in header/footer; multi-column layout with callout statistics or infographics. Portrait framing, aspect 2:3, 1200×1800 (A-series scan). Device: Single-page A4/letter in viewer or on desk, margins, paragraph blocks, formal layout. Photo characteristics: creased and folded paper with visible fold lines and slightly wrinkled surface. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
IT_fake_005,IT_fake_005.jpg,fake,ITALIAN,paper,Society & Livelihood,"A photograph of a device screen showing magazine (light mode). The post/page content, written in Italian (Italiano), is about: pharmaceutical advertisement for a new supplement by Horizon Capital Management claiming 42% improvement in joint health within 30 days. Visible UI components: magazine page: glossy finish look, stylized headline typography, large feature image; pull quotes, sidebar text boxes, page number, magazine name in header/footer; multi-column layout with callout statistics or infographics. Portrait framing, aspect 3:4, 1200×1600 (print flat scan). Device: Flat-lay of printed page on a desk, paper curl, soft shadow, natural reading distance. Photo characteristics: slightly compressed image quality, minor compression artifacts visible at edges. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
IT_real_001,IT_real_001.jpg,real,ITALIAN,paper,Culture & Entertainment,
IT_real_002,IT_real_002.jpg,real,ITALIAN,paper,Culture & Entertainment,
IT_real_003,IT_real_003.jpg,real,ITALIAN,paper,Politics & Military,
IT_real_004,IT_real_004.jpg,real,ITALIAN,paper,Politics & Military,
IT_real_005,IT_real_005.jpg,real,ITALIAN,paper,Society & Livelihood,
JA_fake_001,JA_fake_001.jpg,fake,JAPANESE,paper,Culture & Entertainment,"Imagine looking at someone's phone or screen showing magazine in light mode. The screen displays a post in Japanese (日本語) about: product endorsement post by a well-known athlete promoting Meridian Health Group's new fitness supplement with personal usage story. The interface includes: magazine page: glossy finish look, stylized headline typography, large feature image; pull quotes, sidebar text boxes, page number, magazine name in header/footer; multi-column layout with callout statistics or infographics. Portrait framing, aspect 2:3, 1200×1800 (tall print tile), captured from Flat-lay of printed page on a desk, paper curl, soft shadow, natural reading distance. The image has: newspaper clipping that has been scanned, with yellowed edges and slight ink smudges. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
JA_fake_002,JA_fake_002.jpg,fake,JAPANESE,paper,Culture & Entertainment,"Imagine looking at someone's phone or screen showing magazine in light mode. The screen displays a post in Japanese (日本語) about: entertainment news post reporting a famous actor's hospitalization at Silverline Logistics for exhaustion, with management statement. The interface includes: magazine page: glossy finish look, stylized headline typography, large feature image; pull quotes, sidebar text boxes, page number, magazine name in header/footer; multi-column layout with callout statistics or infographics. Portrait framing, aspect 2:3, 1200×1800 (A-series scan), captured from Single-page A4/letter in viewer or on desk, margins, paragraph blocks, formal layout. The image has: clean digital screenshot, no physical artifacts. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
JA_fake_003,JA_fake_003.jpg,fake,JAPANESE,paper,Politics & Military,"A light mode screenshot of newspaper in Japanese, showing: a central bank deputy governor's social media post announcing a new $2.1 billion infrastructure investment plan with a 12% budget increase for Silverton. UI layout: newspaper front page layout: masthead with newspaper name, date, edition number; multi-column text layout, large headline in bold serif font, subheadlines, byline; black and white or muted-color photos with captions, article continuation markers. Portrait framing, aspect 3:4, 1200×1600 (document viewer portrait); device frame: Single-page A4/letter in viewer or on desk, margins, paragraph blocks, formal layout. Capture condition: newspaper clipping that has been scanned, with yellowed edges and slight ink smudges. All text content is in Japanese (日本語). Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
JA_fake_004,JA_fake_004.jpg,fake,JAPANESE,paper,Politics & Military,"Device capture of a magazine interface displaying the following content in Japanese (日本語): leaked internal memo from Pacific Development Corp discussing personnel changes in senior leadership positions. The screen shows light mode with these UI elements: magazine page: glossy finish look, stylized headline typography, large feature image; pull quotes, sidebar text boxes, page number, magazine name in header/footer; multi-column layout with callout statistics or infographics. Portrait framing, aspect 3:4, 1200×1600 (document viewer portrait); framed as Single-page A4/letter in viewer or on desk, margins, paragraph blocks, formal layout. Image condition: clean digital screenshot, no physical artifacts. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
JA_fake_005,JA_fake_005.jpg,fake,JAPANESE,paper,Society & Livelihood,"Imagine looking at someone's phone or screen showing newspaper in light mode. The screen displays a post in Japanese (日本語) about: seismological bureau alert reporting a magnitude 6.2 earthquake approximately 35 km from Maplewood Township with tsunami advisory. The interface includes: newspaper front page layout: masthead with newspaper name, date, edition number; multi-column text layout, large headline in bold serif font, subheadlines, byline; black and white or muted-color photos with captions, article continuation markers. Landscape framing, aspect 4:3, 1600×1200 (landscape form scan), captured from Single-page A4/letter in viewer or on desk, margins, paragraph blocks, formal layout. The image has: creased and folded paper with visible fold lines and slightly wrinkled surface. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
JA_real_001,JA_real_001.jpg,real,JAPANESE,paper,Culture & Entertainment,
JA_real_002,JA_real_002.jpg,real,JAPANESE,paper,Culture & Entertainment,
JA_real_003,JA_real_003.jpg,real,JAPANESE,paper,Politics & Military,
JA_real_004,JA_real_004.jpg,real,JAPANESE,paper,Politics & Military,
JA_real_005,JA_real_005.jpg,real,JAPANESE,paper,Society & Livelihood,
KO_fake_001,KO_fake_001.jpg,fake,KOREAN,paper,Culture & Entertainment,"A photograph of a device screen showing magazine (light mode). The post/page content, written in Korean (한국어), is about: viral quote graphic attributed to a famous entrepreneur about the future of work, shared 8.7K times. Visible UI components: magazine page: glossy finish look, stylized headline typography, large feature image; pull quotes, sidebar text boxes, page number, magazine name in header/footer; multi-column layout with callout statistics or infographics. Portrait framing, aspect 2:3, 1200×1800 (A-series scan). Device: Single-page A4/letter in viewer or on desk, margins, paragraph blocks, formal layout. Photo characteristics: newspaper clipping that has been scanned, with yellowed edges and slight ink smudges. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
KO_fake_002,KO_fake_002.jpg,fake,KOREAN,paper,Culture & Entertainment,"A light mode screenshot of newspaper in Korean, showing: product endorsement post by a well-known athlete promoting Coastal Energy Solutions's new fitness supplement with personal usage story. UI layout: newspaper front page layout: masthead with newspaper name, date, edition number; multi-column text layout, large headline in bold serif font, subheadlines, byline; black and white or muted-color photos with captions, article continuation markers. Landscape framing, aspect 4:3, 1600×1200 (landscape form scan); device frame: Single-page A4/letter in viewer or on desk, margins, paragraph blocks, formal layout. Capture condition: creased and folded paper with visible fold lines and slightly wrinkled surface. All text content is in Korean (한국어). Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
KO_fake_003,KO_fake_003.jpg,fake,KOREAN,paper,Politics & Military,"Device capture of a newspaper interface displaying the following content in Korean (한국어): a city mayor announcing a new $820 million education reform package for Northbridge, including teacher salary adjustments of 11%. The screen shows light mode with these UI elements: newspaper front page layout: masthead with newspaper name, date, edition number; multi-column text layout, large headline in bold serif font, subheadlines, byline; black and white or muted-color photos with captions, article continuation markers. Landscape framing, aspect 4:3, 1600×1200 (print flat landscape); framed as Flat-lay of printed page on a desk, paper curl, soft shadow, natural reading distance. Image condition: slightly compressed image quality, minor compression artifacts visible at edges. Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
KO_fake_004,KO_fake_004.jpg,fake,KOREAN,paper,Politics & Military,"A light mode screenshot of magazine in Korean, showing: a provincial governor announcing a new $9.8 billion education reform package for Riverside Province, including teacher salary adjustments of 3.2%. UI layout: magazine page: glossy finish look, stylized headline typography, large feature image; pull quotes, sidebar text boxes, page number, magazine name in header/footer; multi-column layout with callout statistics or infographics. Portrait framing, aspect 3:4, 1200×1600 (document viewer portrait); device frame: Single-page A4/letter in viewer or on desk, margins, paragraph blocks, formal layout. Capture condition: creased and folded paper with visible fold lines and slightly wrinkled surface. All text content is in Korean (한국어). Names, organizations, places, and numbers should use plausible everyday forms. Typography and UI density should match a genuine device capture."
